Player,Nation,Pos,Squad,Age,90s,MP,Gls,Ast,Sh,SoT,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Tkl,Int,Clr,Blocks,Def 3rd,Mid 3rd,Att 3rd,TklW,Succ_x,KP,PassLive,PassDead,PrgP,market_value_in_eur,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ_y,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR
Nabil Bentaleb,ALG,MF,Lille,28.0,21.9,26,0.0,3.0,10.0,2.0,0.4,0.4,0.8,38.0,5.0,1248.0,1454.0,85.8,49.0,37.0,33.0,15.0,29.0,18.0,2.0,32.0,14.0,14.0,34.0,2.0,136.0,10000000.0,1667.0,84.0,406.0,1120.0,155.0,6.0,1667.0,19.0,14.0,73.7,4.0,21.1,1287.0,5606.0,2066.0,11.0,28.0,1.0,27.0,18.0,1202.0,17.0
Nadiem Amiri,GER,MF,Mainz 05,26.0,14.6,15,1.0,4.0,35.0,8.0,2.2,1.4,4.1,91.0,11.0,567.0,798.0,71.1,22.0,14.0,18.0,11.0,8.0,10.0,4.0,14.0,25.0,52.0,34.0,43.0,88.0,9000000.0,984.0,29.0,149.0,504.0,346.0,15.0,983.0,55.0,25.0,45.5,24.0,43.6,470.0,2454.0,1094.0,16.0,25.0,5.0,22.0,19.0,524.0,22.0
Nadir Zortea,ITA,DF,Frosinone,24.0,14.0,14,1.0,5.0,10.0,4.0,0.4,0.4,2.2,41.0,7.0,418.0,572.0,73.1,21.0,4.0,29.0,25.0,8.0,13.0,0.0,14.0,17.0,21.0,31.0,5.0,42.0,3000000.0,724.0,31.0,160.0,296.0,273.0,21.0,724.0,38.0,17.0,44.7,18.0,47.4,337.0,1877.0,863.0,31.0,18.0,5.0,30.0,15.0,398.0,71.0
Nahuel Molina,ARG,DF,Atlético Madrid,25.0,20.6,30,2.0,3.0,12.0,4.0,1.3,1.3,2.2,53.0,5.0,957.0,1304.0,73.4,38.0,9.0,36.0,37.0,16.0,18.0,4.0,22.0,16.0,19.0,42.0,7.0,68.0,28000000.0,1482.0,46.0,373.0,628.0,490.0,44.0,1482.0,29.0,16.0,55.2,13.0,44.8,817.0,3231.0,1779.0,47.0,43.0,8.0,35.0,13.0,953.0,170.0
Nahuel Tenaglia,ARG,DF,Alavés,27.0,12.7,25,1.0,0.0,8.0,1.0,0.6,0.6,0.7,24.0,2.0,330.0,454.0,72.7,29.0,12.0,59.0,13.0,22.0,4.0,3.0,19.0,7.0,6.0,19.0,2.0,45.0,2500000.0,604.0,84.0,275.0,251.0,85.0,13.0,604.0,14.0,7.0,50.0,2.0,14.3,247.0,1662.0,1020.0,17.0,10.0,1.0,6.0,5.0,268.0,24.0
Nampalys Mendy,SEN,MF,Lens,31.0,11.7,16,0.0,1.0,7.0,2.0,0.2,0.2,1.7,23.0,5.0,577.0,653.0,88.4,29.0,14.0,14.0,4.0,10.0,13.0,6.0,18.0,3.0,9.0,19.0,0.0,84.0,2500000.0,769.0,16.0,132.0,510.0,138.0,2.0,769.0,9.0,3.0,33.3,6.0,66.7,601.0,3222.0,1377.0,21.0,30.0,1.0,11.0,4.0,541.0,13.0
Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,21.0,3.9,20,0.0,0.0,9.0,2.0,0.5,0.5,0.1,9.0,3.0,150.0,187.0,80.2,13.0,2.0,4.0,8.0,5.0,6.0,2.0,9.0,7.0,1.0,9.0,0.0,25.0,8000000.0,240.0,6.0,46.0,123.0,75.0,8.0,240.0,13.0,7.0,53.8,5.0,38.5,150.0,1018.0,486.0,19.0,8.0,4.0,8.0,11.0,169.0,20.0
Natan,BRA,DF,Napoli,22.0,10.6,14,0.0,0.0,6.0,1.0,0.4,0.4,0.2,9.0,0.0,581.0,666.0,87.2,14.0,8.0,32.0,6.0,10.0,3.0,1.0,10.0,2.0,4.0,9.0,0.0,34.0,12000000.0,756.0,70.0,327.0,384.0,50.0,8.0,756.0,5.0,2.0,40.0,2.0,40.0,470.0,2769.0,1512.0,15.0,7.0,0.0,10.0,1.0,552.0,11.0
Nathan Aké,NED,DF,Manchester City,28.0,22.7,29,2.0,2.0,20.0,5.0,2.5,2.5,1.1,36.0,6.0,1716.0,1864.0,92.1,26.0,14.0,54.0,14.0,15.0,8.0,3.0,16.0,5.0,10.0,28.0,0.0,116.0,40000000.0,2026.0,105.0,634.0,1116.0,281.0,38.0,2026.0,10.0,5.0,50.0,3.0,30.0,1280.0,6039.0,3501.0,24.0,43.0,1.0,8.0,2.0,1507.0,18.0
Nathan Collins,IRL,DF,Brentford,22.0,29.5,32,1.0,1.0,10.0,2.0,1.7,1.7,1.1,24.0,2.0,1261.0,1552.0,81.3,38.0,44.0,141.0,16.0,24.0,12.0,2.0,20.0,11.0,11.0,22.0,0.0,97.0,25000000.0,1879.0,305.0,1049.0,696.0,140.0,48.0,1879.0,17.0,11.0,64.7,2.0,11.8,999.0,4658.0,2636.0,11.0,15.0,0.0,22.0,13.0,1126.0,18.0
