Player,Nation,Pos,Squad,Age,90s,MP,Gls,Ast,Sh,SoT,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Tkl,Int,Clr,Blocks,Def 3rd,Mid 3rd,Att 3rd,TklW,Succ_x,KP,PassLive,PassDead,PrgP,market_value_in_eur,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ_y,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR
Phillipp Mwene,AUT,DF,Mainz 05,29.0,22.2,23,1.0,2.0,24.0,9.0,1.4,1.4,2.6,56.0,2.0,652.0,934.0,69.8,34.0,17.0,47.0,35.0,15.0,16.0,3.0,15.0,15.0,22.0,37.0,10.0,73.0,1800000.0,1151.0,43.0,302.0,480.0,381.0,29.0,1151.0,32.0,15.0,46.9,13.0,40.6,508.0,3246.0,1571.0,50.0,32.0,6.0,26.0,14.0,587.0,93.0
Piero Hincapié,ECU,DF,Leverkusen,21.0,16.5,26,1.0,2.0,18.0,6.0,1.9,1.9,0.9,23.0,5.0,1307.0,1435.0,91.1,35.0,13.0,43.0,8.0,14.0,17.0,4.0,22.0,1.0,6.0,20.0,0.0,102.0,40000000.0,1597.0,100.0,472.0,895.0,237.0,25.0,1597.0,6.0,1.0,16.7,5.0,83.3,994.0,5078.0,3063.0,34.0,32.0,1.0,11.0,4.0,1237.0,50.0
Pierre Lees-Melou,FRA,MF,Brest,30.0,28.0,29,4.0,0.0,52.0,13.0,2.4,2.4,3.0,84.0,5.0,1425.0,1673.0,85.2,96.0,43.0,64.0,26.0,51.0,41.0,4.0,67.0,29.0,27.0,60.0,0.0,193.0,10000000.0,2091.0,125.0,606.0,1158.0,368.0,43.0,2091.0,44.0,29.0,65.9,14.0,31.8,1529.0,9024.0,3989.0,51.0,56.0,13.0,43.0,12.0,1328.0,43.0
Pietro Pellegri,ITA,FW,Torino,22.0,8.4,24,1.0,1.0,13.0,4.0,1.0,1.0,0.1,12.0,1.0,86.0,138.0,62.3,5.0,2.0,3.0,8.0,1.0,4.0,0.0,1.0,5.0,4.0,5.0,0.0,8.0,3000000.0,231.0,5.0,18.0,99.0,123.0,25.0,231.0,15.0,5.0,33.3,7.0,46.7,129.0,835.0,366.0,14.0,15.0,2.0,25.0,15.0,162.0,52.0
Pietro Terracciano,ITA,GK,Fiorentina,33.0,33.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,0.0,979.0,1231.0,79.5,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2500000.0,1314.0,1099.0,1311.0,3.0,0.0,0.0,1314.0,0.0,0.0,,0.0,,726.0,3411.0,2221.0,0.0,0.0,0.0,1.0,1.0,743.0,0.0
Piotr Zieliński,POL,MF,Napoli,29.0,21.4,28,3.0,2.0,29.0,8.0,2.6,1.8,3.2,91.0,8.0,1037.0,1255.0,82.6,23.0,9.0,15.0,17.0,6.0,13.0,4.0,15.0,16.0,48.0,60.0,21.0,131.0,22000000.0,1396.0,26.0,217.0,687.0,503.0,35.0,1395.0,34.0,16.0,47.1,16.0,47.1,819.0,4256.0,1956.0,38.0,50.0,6.0,23.0,14.0,1072.0,88.0
Pol Lirola,ESP,DF,Frosinone,25.0,17.1,25,2.0,1.0,9.0,3.0,1.3,1.3,1.0,32.0,1.0,556.0,722.0,77.0,30.0,19.0,41.0,20.0,14.0,15.0,1.0,18.0,6.0,13.0,28.0,2.0,65.0,2500000.0,874.0,45.0,294.0,403.0,184.0,13.0,874.0,13.0,6.0,46.2,7.0,53.8,393.0,2267.0,1306.0,30.0,20.0,1.0,11.0,9.0,486.0,59.0
Pontus Almqvist,SWE,"FW,MF",Lecce,24.0,23.4,30,2.0,1.0,40.0,15.0,2.3,2.3,1.8,64.0,7.0,351.0,478.0,73.4,45.0,14.0,10.0,19.0,16.0,22.0,7.0,29.0,37.0,27.0,38.0,1.0,32.0,3000000.0,779.0,11.0,105.0,332.0,360.0,80.0,779.0,93.0,37.0,39.8,43.0,46.2,505.0,4048.0,1930.0,72.0,47.0,35.0,59.0,39.0,558.0,137.0
Péter Gulácsi,HUN,GK,RB Leipzig,33.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,406.0,470.0,86.4,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3000000.0,497.0,349.0,481.0,16.0,0.0,0.0,497.0,0.0,0.0,,0.0,,283.0,1193.0,682.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0
Quentin Merlin,FRA,DF,Marseille,21.0,7.8,10,0.0,1.0,5.0,1.0,0.1,0.1,1.2,23.0,2.0,360.0,465.0,77.4,13.0,6.0,14.0,11.0,7.0,5.0,1.0,12.0,4.0,12.0,13.0,7.0,46.0,10000000.0,525.0,16.0,119.0,268.0,139.0,8.0,525.0,9.0,4.0,44.4,4.0,44.4,347.0,2091.0,796.0,15.0,6.0,4.0,7.0,6.0,318.0,56.0
Rafa Marín,ESP,DF,Alavés,21.0,27.1,33,0.0,0.0,13.0,3.0,0.7,0.7,0.4,18.0,0.0,846.0,1025.0,82.5,32.0,33.0,129.0,7.0,23.0,9.0,0.0,20.0,3.0,5.0,16.0,1.0,77.0,9000000.0,1303.0,220.0,711.0,555.0,45.0,25.0,1303.0,5.0,3.0,60.0,1.0,20.0,628.0,3485.0,2110.0,13.0,5.0,0.0,11.0,4.0,696.0,6.0
Rafa Mir,ESP,"FW,MF",Sevilla,26.0,4.3,15,2.0,0.0,15.0,7.0,1.4,1.4,0.1,13.0,2.0,61.0,88.0,69.3,2.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,5.0,7.0,0.0,2.0,1000000.0,136.0,2.0,11.0,61.0,67.0,20.0,136.0,6.0,2.0,33.3,3.0,50.0,73.0,349.0,147.0,3.0,2.0,3.0,9.0,3.0,93.0,16.0
Rafael Leão,POR,FW,Milan,24.0,27.9,34,9.0,9.0,70.0,24.0,10.0,10.0,8.1,135.0,26.0,760.0,1032.0,73.6,16.0,9.0,19.0,27.0,3.0,8.0,5.0,10.0,77.0,59.0,92.0,5.0,117.0,75000000.0,1351.0,20.0,75.0,575.0,725.0,179.0,1351.0,154.0,77.0,50.0,61.0,39.6,937.0,7403.0,4060.0,160.0,99.0,82.0,66.0,41.0,1127.0,293.0
Rafael Tolói,ITA,DF,Atalanta,32.0,10.7,18,0.0,0.0,3.0,0.0,0.1,0.1,0.2,6.0,1.0,442.0,537.0,82.3,20.0,13.0,29.0,8.0,7.0,8.0,5.0,9.0,4.0,2.0,5.0,0.0,53.0,2500000.0,630.0,42.0,249.0,306.0,77.0,4.0,630.0,8.0,4.0,50.0,4.0,50.0,339.0,1370.0,739.0,8.0,13.0,0.0,5.0,4.0,386.0,10.0
Raheem Sterling,ENG,"FW,MF",Chelsea,28.0,22.0,31,8.0,4.0,51.0,21.0,6.5,6.5,4.3,85.0,14.0,538.0,728.0,73.9,21.0,13.0,9.0,34.0,7.0,8.0,6.0,10.0,45.0,30.0,55.0,0.0,78.0,35000000.0,1019.0,8.0,77.0,324.0,638.0,167.0,1019.0,132.0,45.0,34.1,70.0,53.0,744.0,5113.0,3063.0,120.0,51.0,65.0,54.0,44.0,821.0,242.0
Ramy Bensebaini,ALG,DF,Dortmund,28.0,11.5,17,0.0,0.0,16.0,0.0,1.7,1.7,0.9,26.0,3.0,702.0,851.0,82.5,34.0,16.0,37.0,26.0,21.0,11.0,2.0,21.0,16.0,6.0,16.0,2.0,75.0,7000000.0,1000.0,58.0,288.0,522.0,202.0,19.0,1000.0,17.0,16.0,94.1,0.0,0.0,575.0,2507.0,1200.0,17.0,22.0,1.0,19.0,3.0,653.0,63.0
Ramón Terrats,ESP,"MF,DF",Villarreal,22.0,8.7,19,0.0,2.0,8.0,1.0,0.4,0.4,1.2,22.0,3.0,375.0,462.0,81.2,17.0,3.0,9.0,19.0,8.0,8.0,1.0,13.0,11.0,8.0,13.0,4.0,38.0,4000000.0,560.0,20.0,108.0,299.0,158.0,12.0,560.0,25.0,11.0,44.0,9.0,36.0,304.0,1753.0,843.0,19.0,13.0,3.0,12.0,11.0,394.0,54.0
Randal Kolo Muani,FRA,"FW,MF",Paris S-G,24.0,14.1,26,6.0,5.0,22.0,12.0,6.1,6.1,1.6,50.0,8.0,259.0,359.0,72.1,10.0,4.0,10.0,17.0,5.0,3.0,2.0,8.0,28.0,26.0,39.0,0.0,42.0,40000000.0,545.0,15.0,56.0,205.0,293.0,73.0,545.0,72.0,28.0,38.9,40.0,55.6,432.0,2710.0,1105.0,36.0,18.0,16.0,52.0,21.0,422.0,125.0
Randy Nteka,ANG,"FW,MF",Rayo Vallecano,25.0,6.4,16,1.0,1.0,14.0,5.0,2.3,1.5,0.9,19.0,1.0,129.0,180.0,71.7,11.0,2.0,11.0,6.0,1.0,6.0,4.0,4.0,7.0,9.0,11.0,0.0,15.0,1500000.0,284.0,13.0,34.0,122.0,131.0,36.0,283.0,17.0,7.0,41.2,8.0,47.1,156.0,784.0,404.0,12.0,7.0,6.0,18.0,20.0,199.0,35.0
Rani Khedira,GER,MF,Union Berlin,29.0,14.9,20,0.0,0.0,3.0,1.0,0.4,0.4,0.5,8.0,0.0,329.0,450.0,73.1,35.0,22.0,38.0,12.0,15.0,19.0,1.0,22.0,4.0,5.0,6.0,0.0,35.0,5000000.0,600.0,43.0,198.0,337.0,70.0,6.0,600.0,8.0,4.0,50.0,3.0,37.5,196.0,994.0,296.0,6.0,5.0,0.0,12.0,9.0,265.0,15.0
Raoul Bellanova,ITA,DF,Torino,23.0,33.8,37,1.0,7.0,32.0,3.0,2.0,2.0,4.5,96.0,9.0,1232.0,1579.0,78.0,36.0,15.0,36.0,44.0,15.0,17.0,4.0,26.0,43.0,52.0,74.0,4.0,98.0,20000000.0,1871.0,57.0,403.0,812.0,678.0,60.0,1871.0,98.0,43.0,43.9,35.0,35.7,1106.0,7714.0,3913.0,141.0,57.0,17.0,45.0,23.0,1217.0,202.0
Raphaël Guerreiro,POR,"DF,MF",Bayern Munich,29.0,13.2,20,3.0,0.0,18.0,6.0,2.4,2.4,3.4,50.0,7.0,880.0,1017.0,86.5,19.0,15.0,5.0,16.0,6.0,9.0,4.0,16.0,13.0,23.0,41.0,6.0,86.0,12000000.0,1118.0,21.0,230.0,485.0,408.0,43.0,1118.0,19.0,13.0,68.4,6.0,31.6,610.0,3190.0,1838.0,36.0,33.0,5.0,10.0,11.0,875.0,90.0
Raphinha,BRA,"FW,MF",Barcelona,26.0,15.2,28,6.0,9.0,58.0,20.0,7.4,6.6,5.0,89.0,13.0,522.0,693.0,75.3,14.0,13.0,11.0,16.0,6.0,6.0,2.0,8.0,24.0,41.0,47.0,20.0,57.0,60000000.0,894.0,11.0,80.0,338.0,484.0,81.0,893.0,46.0,24.0,52.2,19.0,41.3,495.0,2884.0,1418.0,49.0,22.0,23.0,41.0,8.0,620.0,164.0
Rasmus Højlund,DEN,FW,Manchester Utd,20.0,24.0,30,10.0,2.0,38.0,20.0,7.6,7.6,0.9,58.0,4.0,304.0,402.0,75.6,11.0,1.0,19.0,16.0,2.0,3.0,6.0,7.0,18.0,28.0,43.0,0.0,33.0,65000000.0,612.0,20.0,61.0,262.0,297.0,96.0,612.0,38.0,18.0,47.4,18.0,47.4,356.0,2100.0,1101.0,36.0,26.0,15.0,50.0,29.0,429.0,111.0
Rasmus Kristensen,DEN,DF,Roma,26.0,19.4,29,1.0,1.0,9.0,2.0,0.5,0.5,1.3,28.0,3.0,799.0,1037.0,77.0,36.0,8.0,50.0,25.0,25.0,8.0,3.0,19.0,7.0,12.0,21.0,3.0,40.0,10000000.0,1213.0,74.0,407.0,516.0,296.0,38.0,1213.0,17.0,7.0,41.2,10.0,58.8,571.0,2020.0,914.0,16.0,9.0,6.0,14.0,5.0,760.0,115.0
Rasmus Nicolaisen,DEN,DF,Toulouse,26.0,32.5,33,2.0,0.0,19.0,5.0,1.1,1.1,0.5,16.0,1.0,1426.0,1679.0,84.9,50.0,42.0,158.0,6.0,39.0,11.0,0.0,30.0,3.0,5.0,8.0,0.0,95.0,6000000.0,2027.0,325.0,980.0,989.0,64.0,44.0,2027.0,4.0,3.0,75.0,1.0,25.0,1343.0,6713.0,3528.0,5.0,5.0,0.0,10.0,2.0,1246.0,11.0
Rassoul Ndiaye,SEN,"MF,FW",Le Havre,21.0,5.8,19,0.0,0.0,6.0,1.0,0.2,0.2,0.6,7.0,0.0,209.0,263.0,79.5,25.0,4.0,5.0,7.0,8.0,16.0,1.0,17.0,8.0,2.0,6.0,0.0,25.0,2500000.0,328.0,13.0,81.0,188.0,65.0,2.0,328.0,14.0,8.0,57.1,6.0,42.9,233.0,1243.0,502.0,7.0,8.0,0.0,8.0,6.0,207.0,16.0
Rayan Aït-Nouri,ALG,"DF,MF",Wolves,22.0,25.9,33,2.0,1.0,24.0,8.0,3.3,3.3,1.7,65.0,5.0,1005.0,1190.0,84.5,71.0,15.0,38.0,24.0,41.0,23.0,7.0,44.0,62.0,25.0,41.0,9.0,99.0,35000000.0,1522.0,56.0,406.0,698.0,446.0,49.0,1522.0,115.0,62.0,53.9,39.0,33.9,868.0,4904.0,2435.0,67.0,48.0,8.0,51.0,56.0,1007.0,99.0
Rayan Cherki,FRA,"MF,FW",Lyon,19.0,19.1,33,1.0,6.0,57.0,17.0,5.2,5.2,5.5,106.0,14.0,830.0,1069.0,77.6,28.0,7.0,1.0,31.0,4.0,16.0,8.0,15.0,81.0,42.0,52.0,23.0,138.0,20000000.0,1325.0,5.0,108.0,585.0,665.0,117.0,1325.0,141.0,81.0,57.4,48.0,34.0,1056.0,7606.0,3685.0,93.0,73.0,33.0,51.0,43.0,1014.0,182.0
Raúl Albiol,ESP,DF,Villarreal,37.0,22.6,26,0.0,1.0,6.0,1.0,0.4,0.4,0.6,4.0,1.0,1095.0,1272.0,86.1,25.0,16.0,102.0,8.0,15.0,9.0,1.0,14.0,0.0,3.0,2.0,0.0,62.0,1500000.0,1476.0,244.0,853.0,605.0,26.0,14.0,1476.0,0.0,0.0,,0.0,,811.0,4596.0,2552.0,8.0,1.0,0.0,10.0,3.0,1019.0,0.0
Raúl García,ESP,"FW,MF",Athletic Club,37.0,4.7,20,1.0,0.0,10.0,1.0,0.9,0.9,0.6,4.0,0.0,79.0,138.0,57.2,9.0,3.0,9.0,3.0,2.0,4.0,3.0,6.0,2.0,0.0,3.0,0.0,19.0,4000000.0,202.0,10.0,28.0,96.0,80.0,22.0,202.0,5.0,2.0,40.0,3.0,60.0,95.0,390.0,124.0,4.0,7.0,2.0,9.0,5.0,146.0,15.0
Raúl Jiménez,MEX,FW,Fulham,32.0,15.5,24,7.0,0.0,41.0,17.0,5.2,5.2,1.0,27.0,3.0,262.0,382.0,68.6,18.0,4.0,13.0,13.0,4.0,8.0,6.0,12.0,10.0,11.0,15.0,0.0,24.0,5000000.0,567.0,22.0,58.0,269.0,240.0,67.0,567.0,24.0,10.0,41.7,12.0,50.0,317.0,1407.0,453.0,11.0,14.0,5.0,44.0,32.0,442.0,87.0
Raúl de Tomás,ESP,FW,Rayo Vallecano,28.0,14.1,25,1.0,2.0,38.0,11.0,3.4,2.6,0.4,22.0,3.0,207.0,272.0,76.1,9.0,1.0,8.0,8.0,4.0,3.0,2.0,5.0,20.0,8.0,11.0,0.0,23.0,1000000.0,439.0,12.0,33.0,226.0,183.0,58.0,438.0,44.0,20.0,45.5,19.0,43.2,266.0,1200.0,372.0,11.0,5.0,4.0,44.0,27.0,348.0,73.0
Reda Khadra,GER,"FW,MF",Reims,22.0,15.2,29,1.0,3.0,23.0,12.0,1.8,1.8,2.4,46.0,7.0,289.0,389.0,74.3,16.0,3.0,13.0,15.0,5.0,4.0,7.0,10.0,28.0,22.0,33.0,1.0,40.0,3000000.0,556.0,11.0,83.0,199.0,297.0,41.0,556.0,60.0,28.0,46.7,31.0,51.7,415.0,3065.0,1166.0,35.0,33.0,14.0,41.0,35.0,387.0,110.0
Reece James,ENG,DF,Chelsea,23.0,4.7,10,0.0,2.0,7.0,1.0,0.3,0.3,1.6,15.0,3.0,275.0,341.0,80.6,14.0,3.0,7.0,5.0,10.0,3.0,1.0,9.0,9.0,11.0,13.0,1.0,21.0,35000000.0,391.0,26.0,118.0,153.0,124.0,20.0,391.0,15.0,9.0,60.0,4.0,26.7,217.0,1061.0,548.0,19.0,8.0,3.0,6.0,6.0,245.0,35.0
Reinildo Mandava,MOZ,DF,Atlético Madrid,29.0,8.1,16,2.0,1.0,5.0,3.0,0.9,0.9,0.5,12.0,2.0,353.0,414.0,85.3,30.0,15.0,21.0,6.0,16.0,11.0,3.0,22.0,8.0,5.0,8.0,1.0,36.0,9000000.0,512.0,35.0,199.0,228.0,88.0,9.0,512.0,17.0,8.0,47.1,7.0,41.2,229.0,1056.0,563.0,10.0,15.0,1.0,12.0,1.0,269.0,17.0
Reiss Nelson,ENG,FW,Arsenal,23.0,3.0,15,0.0,0.0,4.0,1.0,0.2,0.2,0.4,9.0,0.0,127.0,144.0,88.2,9.0,1.0,5.0,3.0,5.0,1.0,3.0,6.0,1.0,5.0,7.0,1.0,5.0,15000000.0,188.0,8.0,30.0,67.0,96.0,13.0,188.0,7.0,1.0,14.3,6.0,85.7,129.0,729.0,281.0,9.0,5.0,4.0,11.0,4.0,128.0,26.0
Renato Tapia,PER,"MF,DF",Celta Vigo,28.0,14.9,21,0.0,0.0,19.0,1.0,1.0,1.0,0.7,27.0,0.0,541.0,715.0,75.7,41.0,21.0,50.0,15.0,19.0,19.0,3.0,29.0,27.0,7.0,22.0,0.0,61.0,5000000.0,949.0,68.0,318.0,503.0,140.0,13.0,949.0,39.0,27.0,69.2,9.0,23.1,477.0,2342.0,1057.0,9.0,13.0,0.0,20.0,10.0,529.0,14.0
Ricardo Rodríguez,SUI,DF,Torino,30.0,30.8,35,1.0,2.0,11.0,2.0,0.3,0.3,1.8,49.0,3.0,1401.0,1677.0,83.5,45.0,24.0,64.0,14.0,21.0,22.0,2.0,26.0,8.0,20.0,41.0,5.0,127.0,3500000.0,1894.0,135.0,673.0,989.0,243.0,9.0,1894.0,11.0,8.0,72.7,3.0,27.3,1134.0,6330.0,3677.0,61.0,36.0,4.0,10.0,4.0,1291.0,40.0
Riccardo Calafiori,ITA,DF,Bologna,21.0,26.1,30,2.0,5.0,17.0,6.0,1.4,1.4,0.9,46.0,8.0,1622.0,1810.0,89.6,47.0,50.0,74.0,20.0,28.0,16.0,3.0,32.0,13.0,17.0,36.0,0.0,96.0,45000000.0,2102.0,235.0,955.0,1018.0,152.0,23.0,2102.0,21.0,13.0,61.9,7.0,33.3,1291.0,7277.0,4024.0,28.0,28.0,1.0,31.0,12.0,1408.0,23.0
Riccardo Orsolini,ITA,"FW,MF",Bologna,26.0,19.9,33,10.0,2.0,55.0,22.0,7.4,5.0,3.9,84.0,7.0,490.0,731.0,67.0,23.0,8.0,19.0,38.0,13.0,4.0,6.0,14.0,31.0,36.0,51.0,18.0,71.0,16000000.0,981.0,23.0,170.0,340.0,482.0,77.0,978.0,77.0,31.0,40.3,40.0,51.9,605.0,3460.0,1787.0,51.0,34.0,23.0,49.0,23.0,708.0,175.0
Riccardo Sottil,ITA,FW,Fiorentina,24.0,12.3,22,2.0,3.0,34.0,13.0,2.6,2.6,2.4,45.0,5.0,331.0,421.0,78.6,10.0,2.0,2.0,17.0,5.0,1.0,4.0,5.0,21.0,13.0,35.0,0.0,33.0,6000000.0,563.0,3.0,32.0,180.0,361.0,63.0,563.0,52.0,21.0,40.4,19.0,36.5,423.0,3583.0,1809.0,66.0,39.0,22.0,27.0,24.0,472.0,139.0
Richarlison,BRA,FW,Tottenham,26.0,16.6,28,11.0,4.0,62.0,25.0,9.6,9.6,1.4,34.0,5.0,267.0,392.0,68.1,16.0,8.0,23.0,25.0,4.0,8.0,4.0,11.0,10.0,15.0,23.0,0.0,38.0,35000000.0,652.0,33.0,88.0,248.0,322.0,121.0,652.0,37.0,10.0,27.0,23.0,62.2,394.0,1656.0,712.0,26.0,11.0,17.0,53.0,40.0,459.0,106.0
Rick Karsdorp,NED,DF,Roma,28.0,13.2,18,0.0,2.0,8.0,1.0,0.4,0.4,1.6,22.0,3.0,544.0,684.0,79.5,25.0,9.0,16.0,15.0,11.0,8.0,6.0,18.0,3.0,10.0,20.0,1.0,33.0,5000000.0,772.0,33.0,201.0,336.0,241.0,24.0,772.0,7.0,3.0,42.9,3.0,42.9,394.0,1648.0,685.0,12.0,11.0,3.0,5.0,1.0,476.0,71.0
Rico Lewis,ENG,"DF,MF",Manchester City,18.0,9.0,16,2.0,0.0,5.0,4.0,0.6,0.6,1.2,15.0,0.0,518.0,568.0,91.2,10.0,4.0,6.0,11.0,4.0,4.0,2.0,7.0,4.0,13.0,15.0,0.0,33.0,40000000.0,620.0,8.0,119.0,287.0,220.0,30.0,620.0,9.0,4.0,44.4,4.0,44.4,380.0,1758.0,964.0,21.0,20.0,5.0,2.0,12.0,486.0,46.0
Ridgeciano Haps,SUR,DF,Genoa,30.0,8.6,16,0.0,1.0,4.0,0.0,0.1,0.1,0.4,7.0,1.0,161.0,221.0,72.9,7.0,6.0,11.0,7.0,3.0,2.0,2.0,6.0,3.0,3.0,6.0,0.0,13.0,900000.0,285.0,14.0,76.0,99.0,111.0,18.0,285.0,9.0,3.0,33.3,6.0,66.7,159.0,740.0,303.0,13.0,6.0,6.0,13.0,8.0,170.0,42.0
Ridle Baku,GER,"DF,MF",Wolfsburg,25.0,22.4,33,1.0,0.0,27.0,9.0,1.8,1.8,3.5,59.0,1.0,789.0,1048.0,75.3,37.0,21.0,45.0,20.0,24.0,7.0,6.0,20.0,17.0,29.0,50.0,0.0,85.0,7000000.0,1328.0,52.0,313.0,574.0,457.0,54.0,1328.0,40.0,17.0,42.5,18.0,45.0,732.0,3412.0,1536.0,37.0,31.0,9.0,48.0,20.0,811.0,130.0
Ritsu Doan,JPN,"DF,MF",Freiburg,25.0,25.0,30,7.0,2.0,37.0,19.0,5.0,5.0,4.2,70.0,7.0,504.0,713.0,70.7,50.0,9.0,29.0,26.0,21.0,19.0,10.0,27.0,53.0,31.0,48.0,8.0,78.0,18000000.0,1038.0,39.0,183.0,455.0,417.0,64.0,1038.0,115.0,53.0,46.1,55.0,47.8,590.0,3301.0,1706.0,49.0,41.0,9.0,47.0,36.0,670.0,139.0
Robert Andrich,GER,"MF,DF",Leverkusen,28.0,18.8,28,4.0,2.0,23.0,9.0,1.7,1.7,2.2,54.0,6.0,1346.0,1494.0,90.1,30.0,20.0,17.0,10.0,8.0,14.0,8.0,18.0,7.0,22.0,47.0,0.0,97.0,17000000.0,1638.0,53.0,319.0,1049.0,281.0,16.0,1638.0,12.0,7.0,58.3,4.0,33.3,885.0,4005.0,1978.0,20.0,34.0,1.0,13.0,7.0,1235.0,14.0
Robert Gumny,POL,DF,Augsburg,25.0,5.3,13,0.0,0.0,3.0,1.0,0.2,0.2,0.2,11.0,3.0,138.0,195.0,70.8,6.0,7.0,15.0,5.0,1.0,3.0,2.0,5.0,5.0,2.0,6.0,2.0,18.0,2000000.0,260.0,19.0,68.0,121.0,74.0,8.0,260.0,13.0,5.0,38.5,4.0,30.8,108.0,554.0,213.0,9.0,9.0,1.0,14.0,1.0,115.0,17.0
Robert Lewandowski,POL,FW,Barcelona,34.0,30.6,35,19.0,8.0,90.0,37.0,18.1,15.0,3.6,63.0,12.0,416.0,592.0,70.3,8.0,9.0,18.0,23.0,0.0,6.0,2.0,5.0,23.0,27.0,42.0,1.0,64.0,15000000.0,900.0,24.0,47.0,361.0,502.0,165.0,896.0,54.0,23.0,42.6,30.0,55.6,529.0,2549.0,1019.0,43.0,28.0,20.0,86.0,28.0,736.0,168.0
Robert Skov,DEN,"DF,FW",Hoffenheim,27.0,14.0,25,3.0,4.0,32.0,7.0,1.8,1.8,1.8,45.0,7.0,542.0,736.0,73.6,24.0,10.0,23.0,27.0,15.0,8.0,1.0,16.0,9.0,23.0,31.0,9.0,71.0,3000000.0,918.0,42.0,185.0,412.0,325.0,44.0,918.0,28.0,9.0,32.1,13.0,46.4,480.0,2439.0,1197.0,28.0,19.0,13.0,27.0,6.0,551.0,92.0
Robert Sánchez,ESP,GK,Chelsea,25.0,15.9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,500.0,609.0,82.1,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20000000.0,649.0,561.0,644.0,5.0,0.0,0.0,649.0,0.0,0.0,,0.0,,392.0,1890.0,1130.0,0.0,0.0,0.0,1.0,0.0,360.0,0.0
Roberto Gagliardini,ITA,"MF,DF",Monza,29.0,26.2,33,1.0,2.0,36.0,9.0,2.9,2.9,2.0,51.0,3.0,1339.0,1487.0,90.0,61.0,31.0,38.0,11.0,27.0,25.0,9.0,30.0,8.0,20.0,45.0,2.0,120.0,3000000.0,1761.0,94.0,439.0,1034.0,310.0,42.0,1761.0,17.0,8.0,47.1,7.0,41.2,1045.0,5931.0,2950.0,38.0,36.0,2.0,28.0,14.0,1222.0,36.0
Roberto Pereyra,ARG,"FW,MF",Udinese,32.0,20.6,27,4.0,3.0,26.0,8.0,3.5,2.7,2.0,53.0,7.0,472.0,598.0,78.9,19.0,7.0,18.0,25.0,11.0,5.0,3.0,9.0,16.0,25.0,40.0,1.0,70.0,1800000.0,806.0,36.0,182.0,387.0,253.0,41.0,805.0,40.0,16.0,40.0,22.0,55.0,486.0,3084.0,1350.0,39.0,21.0,8.0,46.0,27.0,531.0,82.0
Robin Gosens,GER,"DF,MF",Union Berlin,29.0,25.4,30,6.0,3.0,32.0,10.0,2.1,2.1,3.3,63.0,8.0,858.0,1184.0,72.5,63.0,36.0,75.0,36.0,25.0,31.0,7.0,44.0,5.0,33.0,52.0,1.0,97.0,8000000.0,1496.0,89.0,379.0,677.0,444.0,58.0,1496.0,14.0,5.0,35.7,7.0,50.0,518.0,1978.0,1021.0,21.0,20.0,1.0,29.0,8.0,824.0,113.0
Robin Hack,GER,"FW,MF",Gladbach,24.0,15.0,29,10.0,2.0,43.0,22.0,3.9,3.9,2.0,45.0,2.0,389.0,525.0,74.1,15.0,14.0,21.0,22.0,6.0,7.0,2.0,8.0,26.0,25.0,32.0,8.0,46.0,8000000.0,753.0,11.0,116.0,337.0,311.0,65.0,753.0,60.0,26.0,43.3,31.0,51.7,468.0,2855.0,1378.0,50.0,39.0,20.0,49.0,36.0,551.0,103.0
Robin Koch,GER,DF,Eint Frankfurt,27.0,30.4,31,2.0,0.0,24.0,5.0,3.1,3.1,0.6,18.0,3.0,1902.0,2161.0,88.0,38.0,32.0,136.0,12.0,26.0,12.0,0.0,23.0,2.0,4.0,15.0,0.0,116.0,18000000.0,2469.0,353.0,1222.0,1189.0,68.0,32.0,2469.0,4.0,2.0,50.0,2.0,50.0,1520.0,7109.0,4101.0,14.0,15.0,0.0,9.0,2.0,1745.0,3.0
Robin Le Normand,ESP,DF,Real Sociedad,26.0,27.4,29,2.0,0.0,8.0,5.0,1.0,1.0,0.8,17.0,1.0,1562.0,1765.0,88.5,31.0,28.0,96.0,9.0,16.0,15.0,0.0,22.0,1.0,3.0,15.0,0.0,106.0,40000000.0,1996.0,171.0,899.0,1057.0,45.0,17.0,1996.0,1.0,1.0,100.0,0.0,0.0,1242.0,7060.0,4021.0,21.0,16.0,0.0,16.0,6.0,1359.0,1.0
